Active ingredients,Dosage Form,Route,Strength,Brand name,Applicant Holder,Approval Date
ASPIRIN,"TABLET, EXTENDED RELEASE",ORAL,650MG,8-HOUR BAYER,BAYER HEALTHCARE LLC,"Approved Prior to Jan 1, 1982"
ASPIRIN,"TABLET, EXTENDED RELEASE",ORAL,650MG,MEASURIN,BAYER HEALTHCARE LLC,"Approved Prior to Jan 1, 1982"
ASPIRIN; BUTALBITAL,TABLET,ORAL,650MG; 50MG,AXOTAL,SAVAGE LABORATORIES INC DIV ALTANA INC,"Oct 13, 1983"
ASPIRIN; BUTALBITAL; CAFFEINE,CAPSULE,ORAL,325MG; 50MG; 40MG,"BUTALBITAL, ASPIRIN AND CAFFEINE",WATSON LABORATORIES INC,"Feb 12, 1985"
ASPIRIN; BUTALBITAL; CAFFEINE,CAPSULE,ORAL,500MG; 50MG; 40MG,"BUTALBITAL, ASPIRIN AND CAFFEINE",LGM PHARMA SOLUTIONS LLC,"Oct 18, 2021"
ASPIRIN; BUTALBITAL; CAFFEINE,CAPSULE,ORAL,325MG; 50MG; 40MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,FIORINAL,ALLERGAN SALES LLC,"Apr 16, 1986"
ASPIRIN; BUTALBITAL; CAFFEINE,TABLET,ORAL,325MG; 50MG; 40MG,"BUTALBITAL, ASPIRIN AND CAFFEINE",ACTAVIS ELIZABETH LLC,"Aug 23, 1983"
ASPIRIN; BUTALBITAL; CAFFEINE,TABLET,ORAL,325MG; 50MG; 40MG,"BUTALBITAL, ASPIRIN AND CAFFEINE",FOSUN PHARMA USA INC,"Apr 6, 1984"
ASPIRIN; BUTALBITAL; CAFFEINE,TABLET,ORAL,325MG; 50MG; 40MG,"BUTALBITAL, ASPIRIN AND CAFFEINE",HALSEY DRUG CO INC,"Dec 1, 1986"
ASPIRIN; BUTALBITAL; CAFFEINE,TABLET,ORAL,325MG; 50MG; 40MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,"BUTALBITAL, ASPIRIN AND CAFFEINE",HIKMA INTERNATIONAL PHARMACEUTICALS LLC,"Feb 16, 1984"
ASPIRIN; BUTALBITAL; CAFFEINE,TABLET,ORAL,325MG; 50MG; 40MG,"BUTALBITAL, ASPIRIN AND CAFFEINE",IVAX PHARMACEUTICALS INC,"Oct 31, 1984"
ASPIRIN; BUTALBITAL; CAFFEINE,TABLET,ORAL,325MG; 50MG; 40MG,"BUTALBITAL, ASPIRIN AND CAFFEINE",PURACAP PHARMACEUTICAL LLC,"Dec 9, 1983"
ASPIRIN; BUTALBITAL; CAFFEINE,TABLET,ORAL,325MG; 50MG; 40MG,"BUTALBITAL, ASPIRIN AND CAFFEINE",QUANTUM PHARMICS LTD,"Jun 18, 1985"
ASPIRIN; BUTALBITAL; CAFFEINE,TABLET,ORAL,325MG; 50MG; 40MG,"BUTALBITAL, ASPIRIN AND CAFFEINE",STRIDES PHARMA GLOBAL PTE LTD,"Sep 22, 2016"
ASPIRIN; BUTALBITAL; CAFFEINE,TABLET,ORAL,325MG; 50MG; 40MG,"BUTALBITAL, ASPIRIN AND CAFFEINE",WATSON LABORATORIES INC,"Mar 23, 1984"
ASPIRIN; BUTALBITAL; CAFFEINE,TABLET,ORAL,325MG; 50MG; 40MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,FIORINAL,ALLERGAN SALES LLC,"Apr 16, 1986"
ASPIRIN; BUTALBITAL; CAFFEINE,TABLET,ORAL,325MG; 50MG; 40MG,LANORINAL,LANNETT CO INC,"Oct 18, 1985"
ASPIRIN; BUTALBITAL; CAFFEINE; CODEINE PHOSPHATE,CAPSULE,ORAL,325MG; 50MG; 40MG; 30MG,"BUTALBITAL, ASPIRIN, CAFFEINE, AND CODEINE PHOSPHATE",DR REDDYS LABORATORIES SA,"Oct 30, 2015"
ASPIRIN; BUTALBITAL; CAFFEINE; CODEINE PHOSPHATE,CAPSULE,ORAL,325MG; 50MG; 40MG; 30MG,"BUTALBITAL, ASPIRIN, CAFFEINE, AND CODEINE PHOSPHATE",NOVITIUM PHARMA LLC,"Mar 5, 1999"
ASPIRIN; BUTALBITAL; CAFFEINE; CODEINE PHOSPHATE,CAPSULE,ORAL,325MG; 50MG; 40MG; 30MG,"BUTALBITAL, ASPIRIN, CAFFEINE, AND CODEINE PHOSPHATE",WATSON LABORATORIES INC,"Aug 31, 1995"
ASPIRIN; BUTALBITAL; CAFFEINE; CODEINE PHOSPHATE,CAPSULE,ORAL,325MG; 50MG; 40MG; 30MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,FIORINAL W/CODEINE,ALLERGAN SALES LLC,"Oct 26, 1990"
ASPIRIN; CAFFEINE; DIHYDROCODEINE BITARTRATE,CAPSULE,ORAL,356.4MG; 30MG; 16MG,SYNALGOS-DC,SUN PHARMACEUTICAL INDUSTRIES INC,"Sep 6, 1983"
ASPIRIN; CAFFEINE; ORPHENADRINE CITRATE,TABLET,ORAL,385MG; 30MG; 25MG,INVAGESIC,CHARTWELL RX SCIENCES LLC,"Nov 27, 1996"
ASPIRIN; CAFFEINE; ORPHENADRINE CITRATE,TABLET,ORAL,770MG; 60MG; 50MG,INVAGESIC FORTE,CHARTWELL RX SCIENCES LLC,"Nov 27, 1996"
ASPIRIN; CAFFEINE; ORPHENADRINE CITRATE,TABLET,ORAL,385MG; 30MG; 25MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,NORGESIC,BAUSCH HEALTH US LLC,"Oct 27, 1982"
ASPIRIN; CAFFEINE; ORPHENADRINE CITRATE,TABLET,ORAL,770MG; 60MG; 50MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,NORGESIC FORTE,BAUSCH HEALTH US LLC,"Oct 27, 1982"
ASPIRIN; CAFFEINE; ORPHENADRINE CITRATE,TABLET,ORAL,385MG; 30MG; 25MG,"ORPHENADRINE CITRATE, ASPIRIN, AND CAFFEINE",JEROME STEVENS PHARMACEUTICALS INC,"Apr 30, 1999"
ASPIRIN; CAFFEINE; ORPHENADRINE CITRATE,TABLET,ORAL,385MG; 30MG; 25MG,"ORPHENADRINE CITRATE, ASPIRIN, AND CAFFEINE",SANDOZ INC,"Dec 31, 1996"
ASPIRIN; CAFFEINE; ORPHENADRINE CITRATE,TABLET,ORAL,770MG; 60MG; 50MG,"ORPHENADRINE CITRATE, ASPIRIN, AND CAFFEINE",JEROME STEVENS PHARMACEUTICALS INC,"Apr 30, 1999"
ASPIRIN; CAFFEINE; ORPHENADRINE CITRATE,TABLET,ORAL,770MG; 60MG; 50MG,"ORPHENADRINE CITRATE, ASPIRIN, AND CAFFEINE",SANDOZ INC,"Dec 31, 1996"
ASPIRIN; CAFFEINE; PROPOXYPHENE HYDROCHLORIDE,CAPSULE,ORAL,389MG; 32.4MG; 65MG,COMPOUND 65,ALRA LABORATORIES INC,"Aug 17, 1983"
ASPIRIN; CAFFEINE; PROPOXYPHENE HYDROCHLORIDE,CAPSULE,ORAL,389MG; 32.4MG; 32MG,DARVON COMPOUND,XANODYNE PHARMACEUTICS INC,"Mar 8, 1983"
ASPIRIN; CAFFEINE; PROPOXYPHENE HYDROCHLORIDE,CAPSULE,ORAL,389MG; 32.4MG; 65MG,DARVON COMPOUND-65,XANODYNE PHARMACEUTICS INC,"Mar 8, 1983"
ASPIRIN; CAFFEINE; PROPOXYPHENE HYDROCHLORIDE,CAPSULE,ORAL,389MG; 32.4MG; 65MG,PROPOXYPHENE COMPOUND 65,IVAX PHARMACEUTICALS INC SUB TEVA PHARMACEUTICALS USA,"Dec 7, 1984"
ASPIRIN; CAFFEINE; PROPOXYPHENE HYDROCHLORIDE,CAPSULE,ORAL,389MG; 32.4MG; 65MG,PROPOXYPHENE COMPOUND 65,SANDOZ INC,"Sep 16, 1983"
ASPIRIN; CAFFEINE; PROPOXYPHENE HYDROCHLORIDE,CAPSULE,ORAL,389MG; 32.4MG; 65MG,PROPOXYPHENE COMPOUND 65,TEVA PHARMACEUTICALS USA INC,"Mar 29, 1985"
ASPIRIN; CAFFEINE; PROPOXYPHENE HYDROCHLORIDE,CAPSULE,ORAL,389MG; 32.4MG; 65MG,PROPOXYPHENE COMPOUND-65,SANDOZ INC,"Jun 24, 1985"
ASPIRIN; CAFFEINE; PROPOXYPHENE HYDROCHLORIDE,CAPSULE,ORAL,389MG; 32.4MG; 65MG,PROPOXYPHENE HYDROCHLORIDE W/ ASPIRIN AND CAFFEINE,WATSON LABORATORIES INC,"Sep 3, 1984"
ASPIRIN; CARISOPRODOL,TABLET,ORAL,325MG; 200MG,CARISOPRODOL AND ASPIRIN,CHARTWELL RX SCIENCES LLC,"Mar 31, 1989"
ASPIRIN; CARISOPRODOL,TABLET,ORAL,325MG; 200MG,CARISOPRODOL AND ASPIRIN,GENUS LIFESCIENCES INC,"Apr 25, 1996"
ASPIRIN; CARISOPRODOL,TABLET,ORAL,325MG; 200MG,CARISOPRODOL AND ASPIRIN,NOVAST LABORATORIES LTD,"Jan 7, 2010"
ASPIRIN; CARISOPRODOL,TABLET,ORAL,325MG; 200MG,CARISOPRODOL AND ASPIRIN,OXFORD PHARMACEUTICALS LLC,"Dec 10, 1997"
ASPIRIN; CARISOPRODOL,TABLET,ORAL,325MG; 200MG,CARISOPRODOL COMPOUND,WATSON LABORATORIES INC,"Oct 3, 1985"
ASPIRIN; CARISOPRODOL,TABLET,ORAL,325MG; 200MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,SOMA COMPOUND,MEDA PHARMACEUTICALS MEDA PHARMACEUTICALS INC,"Jul 11, 1983"
ASPIRIN; CARISOPRODOL; CODEINE PHOSPHATE,TABLET,ORAL,325MG; 200MG; 16MG,"CARISOPRODOL, ASPIRIN AND CODEINE PHOSPHATE",INGENUS PHARMACEUTICALS NJ LLC,"Jan 7, 2010"
ASPIRIN; CARISOPRODOL; CODEINE PHOSPHATE,TABLET,ORAL,325MG; 200MG; 16MG,"CARISOPRODOL, ASPIRIN AND CODEINE PHOSPHATE",OXFORD PHARMACEUTICALS LLC,"Dec 29, 1998"
ASPIRIN; CARISOPRODOL; CODEINE PHOSPHATE,TABLET,ORAL,325MG; 200MG; 16MG,"CARISOPRODOL, ASPIRIN AND CODEINE PHOSPHATE",SANDOZ INC,"Apr 16, 1996"
ASPIRIN; CARISOPRODOL; CODEINE PHOSPHATE,TABLET,ORAL,325MG; 200MG; 16MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,SOMA COMPOUND W/ CODEINE,MEDA PHARMACEUTICALS MEDA PHARMACEUTICALS INC,"Jul 11, 1983"
ASPIRIN; DIPYRIDAMOLE,"CAPSULE, EXTENDED RELEASE",ORAL,25MG; 200MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,AGGRENOX,BOEHRINGER INGELHEIM PHARMACEUTICALS INC,"Nov 22, 1999"
ASPIRIN; DIPYRIDAMOLE,"CAPSULE, EXTENDED RELEASE",ORAL,25MG; 200MG,ASPIRIN AND DIPYRIDAMOLE,ANI PHARMACEUTICALS INC,"Jan 18, 2017"
ASPIRIN; DIPYRIDAMOLE,"CAPSULE, EXTENDED RELEASE",ORAL,25MG; 200MG,ASPIRIN AND DIPYRIDAMOLE,CHARTWELL MOLECULAR HOLDINGS LLC,"Mar 20, 2019"
ASPIRIN; DIPYRIDAMOLE,"CAPSULE, EXTENDED RELEASE",ORAL,25MG; 200MG,ASPIRIN AND DIPYRIDAMOLE,SUN PHARMACEUTICAL INDUSTRIES LTD,"Aug 21, 2018"
ASPIRIN; HYDROCODONE BITARTRATE,TABLET,ORAL,500MG; 5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,AZDONE,SCHWARZ PHARMA INC,"Jan 25, 1988"
ASPIRIN; HYDROCODONE BITARTRATE,TABLET,ORAL,500MG; 5MG,VICOPRIN,ABBOTT LABORATORIES PHARMACEUTICAL PRODUCTS DIV,"Sep 14, 1983"
ASPIRIN; MEPROBAMATE,TABLET,ORAL,325MG; 200MG,EQUAGESIC,SUN PHARMACEUTICAL INDUSTRIES INC,"Dec 29, 1983"
ASPIRIN; MEPROBAMATE,TABLET,ORAL,325MG; 200MG,MEPRO-ASPIRIN,SANDOZ INC,"Mar 2, 1987"
ASPIRIN; MEPROBAMATE,TABLET,ORAL,325MG; 200MG,MEPROBAMATE AND ASPIRIN,PAR PHARMACEUTICAL INC,"Aug 19, 1986"
ASPIRIN; MEPROBAMATE,TABLET,ORAL,325MG; 200MG,MICRAININ,MEDPOINTE PHARMACEUTICALS MEDPOINTE HEALTHCARE INC,"Approved Prior to Jan 1, 1982"
ASPIRIN; MEPROBAMATE,TABLET,ORAL,325MG; 200MG,Q-GESIC,QUANTUM PHARMICS LTD,"Jun 1, 1984"
ASPIRIN; METHOCARBAMOL,TABLET,ORAL,325MG; 400MG,METHOCARBAMOL AND ASPIRIN,IVAX PHARMACEUTICALS INC SUB TEVA PHARMACEUTICALS USA,"Dec 22, 1982"
ASPIRIN; METHOCARBAMOL,TABLET,ORAL,325MG; 400MG,METHOCARBAMOL AND ASPIRIN,JEROME STEVENS PHARMACEUTICALS INC,"Jan 31, 1995"
ASPIRIN; METHOCARBAMOL,TABLET,ORAL,325MG; 400MG,METHOCARBAMOL AND ASPIRIN,MCNEIL CONSUMER PRODUCTS CO DIV MCNEILAB INC,"Feb 12, 1986"
ASPIRIN; METHOCARBAMOL,TABLET,ORAL,325MG; 400MG,METHOCARBAMOL AND ASPIRIN,PAR PHARMACEUTICAL INC,"Nov 4, 1988"
ASPIRIN; METHOCARBAMOL,TABLET,ORAL,325MG; 400MG,ROBAXISAL,AH ROBINS CO,"Approved Prior to Jan 1, 1982"
ASPIRIN; OMEPRAZOLE,"TABLET, DELAYED RELEASE",ORAL,81MG; 40MG,YOSPRALA,GENUS LIFE SCIENCES INC,"Sep 14, 2016"
ASPIRIN; OMEPRAZOLE,"TABLET, DELAYED RELEASE",ORAL,325MG; 40MG,YOSPRALA,GENUS LIFE SCIENCES INC,"Sep 14, 2016"
ASPIRIN; OXYCODONE HYDROCHLORIDE,TABLET,ORAL,325MG; 4.8355MG,OXYCODONE AND ASPIRIN,ACTAVIS LABORATORIES FL INC,"Mar 22, 2011"
ASPIRIN; OXYCODONE HYDROCHLORIDE,TABLET,ORAL,325MG; 4.8355MG,OXYCODONE AND ASPIRIN,DR REDDYS LABORATORIES SA,"Mar 16, 2011"
ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE,TABLET,ORAL,325MG; 4.5MG; 0.38MG,CODOXY,HALSEY DRUG CO INC,"Jul 1, 1982"
ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE,TABLET,ORAL,325MG; 4.5MG; 0.38MG,OXYCODONE AND ASPIRIN,ANI PHARMACEUTICALS INC,"Feb 27, 1998"
ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE,TABLET,ORAL,325MG; 4.5MG; 0.38MG,OXYCODONE AND ASPIRIN,SUN PHARMACEUTICAL INDUSTRIES INC,"Jul 17, 1998"
ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE,TABLET,ORAL,325MG; 4.5MG; 0.38MG,OXYCODONE AND ASPIRIN,SUN PHARMACEUTICAL INDUSTRIES INC,"May 26, 1982"
ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE,TABLET,ORAL,325MG; 2.25MG; 0.19MG,OXYCODONE AND ASPIRIN (HALF-STRENGTH),ROXANE LABORATORIES INC,"Jun 4, 1982"
ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE,TABLET,ORAL,325MG; 4.5MG; 0.38MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,PERCODAN,ENDO OPERATIONS LTD,"Approved Prior to Jan 1, 1982"
ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE,TABLET,ORAL,325MG; 2.25MG; 0.19MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,PERCODAN-DEMI,ENDO OPERATIONS LTD,"Approved Prior to Jan 1, 1982"
ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE,TABLET,ORAL,325MG; 4.5MG; 0.38MG,ROXIPRIN,ROXANE LABORATORIES INC,"Jun 4, 1982"
ASPIRIN; PENTAZOCINE HYDROCHLORIDE,TABLET,ORAL,325MG; EQ 12.5MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,TALWIN COMPOUND,SANOFI AVENTIS US LLC,"Approved Prior to Jan 1, 1982"
ASPIRIN; PRAVASTATIN SODIUM,TABLET,ORAL,81MG; 20MG,PRAVIGARD PAC (COPACKAGED),BRISTOL MYERS SQUIBB CO,"Jun 24, 2003"
ASPIRIN; PRAVASTATIN SODIUM,TABLET,ORAL,81MG; 40MG,PRAVIGARD PAC (COPACKAGED),BRISTOL MYERS SQUIBB CO,"Jun 24, 2003"
ASPIRIN; PRAVASTATIN SODIUM,TABLET,ORAL,81MG; 80MG,PRAVIGARD PAC (COPACKAGED),BRISTOL MYERS SQUIBB CO,"Jun 24, 2003"
ASPIRIN; PRAVASTATIN SODIUM,TABLET,ORAL,325MG; 20MG,PRAVIGARD PAC (COPACKAGED),BRISTOL MYERS SQUIBB CO,"Jun 24, 2003"
ASPIRIN; PRAVASTATIN SODIUM,TABLET,ORAL,325MG; 40MG,PRAVIGARD PAC (COPACKAGED),BRISTOL MYERS SQUIBB CO,"Jun 24, 2003"
ASPIRIN; PRAVASTATIN SODIUM,TABLET,ORAL,325MG; 80MG,PRAVIGARD PAC (COPACKAGED),BRISTOL MYERS SQUIBB CO,"Jun 24, 2003"
ASPIRIN; PROPOXYPHENE HYDROCHLORIDE,CAPSULE,ORAL,325MG; 65MG,DARVON W/ ASA,XANODYNE PHARMACEUTICS INC,"Approved Prior to Jan 1, 1982"
ASPIRIN; PROPOXYPHENE NAPSYLATE,CAPSULE,ORAL,325MG; 100MG,DARVON-N W/ ASA,AAIPHARMA LLC,"Approved Prior to Jan 1, 1982"
ASPIRIN; PROPOXYPHENE NAPSYLATE,TABLET,ORAL,325MG; 100MG,DARVON-N W/ ASA,AAIPHARMA LLC,"Approved Prior to Jan 1, 1982"
HYDROCHLOROTHIAZIDE; METOPROLOL TARTRATE,TABLET,ORAL,25MG; 50MG,LOPRESSOR HCT,VALIDUS PHARMACEUTICALS LLC,"Dec 31, 1984"
HYDROCHLOROTHIAZIDE; METOPROLOL TARTRATE,TABLET,ORAL,25MG; 50MG,METOPROLOL TARTRATE AND HYDROCHLOROTHIAZIDE,ALEMBIC PHARMACEUTICALS LTD,"Nov 6, 2013"
HYDROCHLOROTHIAZIDE; METOPROLOL TARTRATE,TABLET,ORAL,25MG; 50MG,METOPROLOL TARTRATE AND HYDROCHLOROTHIAZIDE,MYLAN PHARMACEUTICALS,"Aug 20, 2004"
HYDROCHLOROTHIAZIDE; METOPROLOL TARTRATE,TABLET,ORAL,25MG; 50MG,METOPROLOL TARTRATE AND HYDROCHLOROTHIAZIDE,SENORES PHARMACEUTICALS INC,"Jan 8, 2025"
HYDROCHLOROTHIAZIDE; METOPROLOL TARTRATE,TABLET,ORAL,25MG; 100MG,METOPROLOL TARTRATE AND HYDROCHLOROTHIAZIDE,ALEMBIC PHARMACEUTICALS LTD,"Nov 6, 2013"
HYDROCHLOROTHIAZIDE; METOPROLOL TARTRATE,TABLET,ORAL,25MG; 100MG,METOPROLOL TARTRATE AND HYDROCHLOROTHIAZIDE,MYLAN PHARMACEUTICALS,"Aug 20, 2004"
HYDROCHLOROTHIAZIDE; METOPROLOL TARTRATE,TABLET,ORAL,25MG; 100MG,METOPROLOL TARTRATE AND HYDROCHLOROTHIAZIDE,SENORES PHARMACEUTICALS INC,"Jan 8, 2025"
HYDROCHLOROTHIAZIDE; METOPROLOL TARTRATE,TABLET,ORAL,50MG; 100MG,METOPROLOL TARTRATE AND HYDROCHLOROTHIAZIDE,ALEMBIC PHARMACEUTICALS LTD,"Nov 6, 2013"
HYDROCHLOROTHIAZIDE; METOPROLOL TARTRATE,TABLET,ORAL,50MG; 100MG,METOPROLOL TARTRATE AND HYDROCHLOROTHIAZIDE,MYLAN PHARMACEUTICALS,"Aug 20, 2004"
METOPROLOL SUCCINATE,"CAPSULE, EXTENDED RELEASE",ORAL,EQ 25MG TARTRATE,KAPSPARGO SPRINKLE,SUN PHARMA INDUSTRIES LTD,"Jan 26, 2018"
METOPROLOL SUCCINATE,"CAPSULE, EXTENDED RELEASE",ORAL,EQ 50MG TARTRATE,KAPSPARGO SPRINKLE,SUN PHARMA INDUSTRIES LTD,"Jan 26, 2018"
METOPROLOL SUCCINATE,"CAPSULE, EXTENDED RELEASE",ORAL,EQ 100MG TARTRATE,KAPSPARGO SPRINKLE,SUN PHARMA INDUSTRIES LTD,"Jan 26, 2018"
METOPROLOL SUCCINATE,"CAPSULE, EXTENDED RELEASE",ORAL,EQ 200MG TARTRATE,KAPSPARGO SPRINKLE,SUN PHARMA INDUSTRIES LTD,"Jan 26, 2018"
METOPROLOL SUCCINATE,"TABLET, EXTENDED RELEASE",ORAL,EQ 25MG TARTRATE,METOPROLOL SUCCINATE,ACTAVIS ELIZABETH LLC,"Nov 25, 2016"
METOPROLOL SUCCINATE,"TABLET, EXTENDED RELEASE",ORAL,EQ 25MG TARTRATE,METOPROLOL SUCCINATE,ALKEM LABORATORIES LTD,"Nov 25, 2020"
METOPROLOL SUCCINATE,"TABLET, EXTENDED RELEASE",ORAL,EQ 25MG TARTRATE,METOPROLOL SUCCINATE,DR REDDYS LABORATORIES LTD,"Aug 1, 2012"
METOPROLOL SUCCINATE,"TABLET, EXTENDED RELEASE",ORAL,EQ 25MG TARTRATE,METOPROLOL SUCCINATE,GRANULES INDIA LTD,"Jun 12, 2023"
METOPROLOL SUCCINATE,"TABLET, EXTENDED RELEASE",ORAL,EQ 25MG TARTRATE,METOPROLOL SUCCINATE,HETERO LABS LTD UNIT III,"Nov 6, 2020"
METOPROLOL SUCCINATE,"TABLET, EXTENDED RELEASE",ORAL,EQ 25MG TARTRATE,METOPROLOL SUCCINATE,IPCA LABORATORIES LTD,"Jun 25, 2025"
METOPROLOL SUCCINATE,"TABLET, EXTENDED RELEASE",ORAL,EQ 25MG TARTRATE,METOPROLOL SUCCINATE,MYLAN PHARMACEUTICALS INC,"Dec 15, 2011"
METOPROLOL SUCCINATE,"TABLET, EXTENDED RELEASE",ORAL,EQ 25MG TARTRATE,METOPROLOL SUCCINATE,NOVAST LABORATORIES LTD,"Feb 6, 2018"
METOPROLOL SUCCINATE,"TABLET, EXTENDED RELEASE",ORAL,EQ 25MG TARTRATE,METOPROLOL SUCCINATE,PHARMADAX INC,"Mar 31, 2020"
METOPROLOL SUCCINATE,"TABLET, EXTENDED RELEASE",ORAL,EQ 25MG TARTRATE,METOPROLOL SUCCINATE,SUNSHINE LAKE PHARMA CO LTD,"May 23, 2024"
METOPROLOL SUCCINATE,"TABLET, EXTENDED RELEASE",ORAL,EQ 25MG TARTRATE,METOPROLOL SUCCINATE,VISUM PHARMACEUTICAL CO LTD,"Dec 19, 2018"
METOPROLOL SUCCINATE,"TABLET, EXTENDED RELEASE",ORAL,EQ 25MG TARTRATE,METOPROLOL SUCCINATE,WOCKHARDT BIO AG,"Jul 22, 2010"
METOPROLOL SUCCINATE,"TABLET, EXTENDED RELEASE",ORAL,EQ 25MG TARTRATE,METOPROLOL SUCCINATE,YICHANG HUMANWELL PHARMACEUTICAL CO LTD,"Aug 1, 2022"
METOPROLOL SUCCINATE,"TABLET, EXTENDED RELEASE",ORAL,EQ 25MG TARTRATE,METOPROLOL SUCCINATE,ZYDUS PHARMACEUTICALS USA INC,"Mar 23, 2018"
METOPROLOL SUCCINATE,"TABLET, EXTENDED RELEASE",ORAL,EQ 50MG TARTRATE,METOPROLOL SUCCINATE,ACTAVIS ELIZABETH LLC,"Nov 25, 2016"
METOPROLOL SUCCINATE,"TABLET, EXTENDED RELEASE",ORAL,EQ 50MG TARTRATE,METOPROLOL SUCCINATE,ACTAVIS LABORATORIES FL INC,"Aug 3, 2009"
METOPROLOL SUCCINATE,"TABLET, EXTENDED RELEASE",ORAL,EQ 50MG TARTRATE,METOPROLOL SUCCINATE,ALKEM LABORATORIES LTD,"Nov 25, 2020"
METOPROLOL SUCCINATE,"TABLET, EXTENDED RELEASE",ORAL,EQ 50MG TARTRATE,METOPROLOL SUCCINATE,CIPLA LTD,"Oct 26, 2018"
METOPROLOL SUCCINATE,"TABLET, EXTENDED RELEASE",ORAL,EQ 50MG TARTRATE,METOPROLOL SUCCINATE,DR REDDYS LABORATORIES LTD,"Aug 1, 2012"
METOPROLOL SUCCINATE,"TABLET, EXTENDED RELEASE",ORAL,EQ 50MG TARTRATE,METOPROLOL SUCCINATE,GRANULES INDIA LTD,"Jun 12, 2023"
METOPROLOL SUCCINATE,"TABLET, EXTENDED RELEASE",ORAL,EQ 50MG TARTRATE,METOPROLOL SUCCINATE,HETERO LABS LTD UNIT III,"Nov 6, 2020"
METOPROLOL SUCCINATE,"TABLET, EXTENDED RELEASE",ORAL,EQ 50MG TARTRATE,METOPROLOL SUCCINATE,IPCA LABORATORIES LTD,"Jun 25, 2025"
METOPROLOL SUCCINATE,"TABLET, EXTENDED RELEASE",ORAL,EQ 50MG TARTRATE,METOPROLOL SUCCINATE,MYLAN PHARMACEUTICALS INC,"Dec 15, 2011"
METOPROLOL SUCCINATE,"TABLET, EXTENDED RELEASE",ORAL,EQ 50MG TARTRATE,METOPROLOL SUCCINATE,NOVAST LABORATORIES LTD,"Feb 6, 2018"
METOPROLOL SUCCINATE,"TABLET, EXTENDED RELEASE",ORAL,EQ 50MG TARTRATE,METOPROLOL SUCCINATE,PHARMADAX INC,"Mar 31, 2020"
METOPROLOL SUCCINATE,"TABLET, EXTENDED RELEASE",ORAL,EQ 50MG TARTRATE,METOPROLOL SUCCINATE,SUNSHINE LAKE PHARMA CO LTD,"Sep 26, 2022"
METOPROLOL SUCCINATE,"TABLET, EXTENDED RELEASE",ORAL,EQ 50MG TARTRATE,METOPROLOL SUCCINATE,VISUM PHARMACEUTICAL CO LTD,"Dec 19, 2018"
METOPROLOL SUCCINATE,"TABLET, EXTENDED RELEASE",ORAL,EQ 50MG TARTRATE,METOPROLOL SUCCINATE,WOCKHARDT BIO AG,"Jul 22, 2010"
METOPROLOL SUCCINATE,"TABLET, EXTENDED RELEASE",ORAL,EQ 50MG TARTRATE,METOPROLOL SUCCINATE,YICHANG HUMANWELL PHARMACEUTICAL CO LTD,"Nov 8, 2021"
METOPROLOL SUCCINATE,"TABLET, EXTENDED RELEASE",ORAL,EQ 50MG TARTRATE,METOPROLOL SUCCINATE,ZHEJIANG JUTAI PHARMACEUTICAL CO LTD,"Jul 26, 2024"
METOPROLOL SUCCINATE,"TABLET, EXTENDED RELEASE",ORAL,EQ 50MG TARTRATE,METOPROLOL SUCCINATE,ZYDUS PHARMACEUTICALS USA INC,"Mar 23, 2018"
METOPROLOL SUCCINATE,"TABLET, EXTENDED RELEASE",ORAL,EQ 100MG TARTRATE,METOPROLOL SUCCINATE,ACTAVIS ELIZABETH LLC,"Nov 25, 2016"
METOPROLOL SUCCINATE,"TABLET, EXTENDED RELEASE",ORAL,EQ 100MG TARTRATE,METOPROLOL SUCCINATE,ALKEM LABORATORIES LTD,"Nov 25, 2020"
